income,filing_status,state,compliance_score,deductions,tax_paid,refund_claimed,is_fraudulent
35484.15,Married Filing Separately,DF,91.45,11355.41,9972.82,19257.84,0
65255.87,Single,CE,84.92,11548.22,27505.12,14461.56,0
70533.11,Married Filing Separately,SE,88.19,24346.17,5724.68,402.31,0
25536.99,Single,AM,89.55,4658.51,3507.78,6124.14,0
36904.66,Married Filing Jointly,MG,70.5,32767.48,4475.65,1228.41,0
36715.9,Single,MG,79.59,1371.38,7493.7,4760.79,0
20402.33,Married Filing Separately,MG,63.38,5430.4,8226.74,188.12,0
109254.03,Married Filing Separately,BA,68.08,13585.18,30501.1,1218.48,0
161651.61,Head of Household,SP,76.79,58235.19,26070.84,7055.45,0
31690.72,Single,AC,77.3,277.47,5847.46,1378.0,0
98594.21,Head of Household,PA,92.35,10207.29,50461.64,8984.75,0
18457.02,Single,SE,81.72,3430.73,7310.1,2174.65,0
50913.51,Head of Household,BA,71.39,19149.16,6688.1,1959.46,0
23889.82,Married Filing Separately,SC,75.11,5008.15,1964.92,1808.88,0
99438.22,Married Filing Jointly,RS,81.71,83473.92,16721.14,108.66,0
38509.5,Married Filing Jointly,PA,56.310687544546326,28282.209086478164,5962.57,468.91,1
72384.13,Married Filing Jointly,PA,89.88,18496.89,5675.75,2952.27,0
222619.11,Married Filing Separately,RO,85.65,74026.08,34806.79,19251.22,0
349384.42,Married Filing Jointly,GO,66.28,140271.67,63907.35,18088.65,0
235609.08,Married Filing Separately,SE,73.92,44000.37,64987.34,3103.57,0
34004.59,Married Filing Jointly,RJ,88.31,3959.6,993.84,6409.86,0
174543.38,Single,GO,69.69,53114.37,54619.88,4920.58,0
51817.42606849714,Married Filing Jointly,RO,44.45444834879335,36489.66508486576,45436.75,14380.81,1
97992.46,Single,PE,78.46,49868.31,6677.91,5103.76,0
55689.27,Head of Household,PI,91.14,19989.12,30485.98,2345.25,0
14623.06,Married Filing Separately,SC,54.33,3017.59,4849.21,2286.74,0
191087.2,Married Filing Jointly,MA,80.02,34477.89,69806.76,2559.81,0
90621.59,Single,RN,51.58,43086.26,44358.88,1865.56,0
32629.1,Single,PB,71.63,1186.46,10258.16,2828.46,0
193039.09,Single,SE,91.0,60980.11,70867.31,18515.57,0
52438.66,Single,MS,82.2,10701.97,25615.74,11.37,0
72384.26,Married Filing Jointly,MT,27.36357102810915,14315.75,38336.9,50590.00253817159,1
85799.85,Single,MA,82.52,40914.03,27961.52,5396.99,0
116957.43,Head of Household,MG,84.97,57945.36,30815.83,13644.42,0
85208.38,Single,MG,89.46,63030.83,17469.29,0.54,0
13096.97,Head of Household,MT,83.3,5587.03,2250.17,1188.43,0
89727.02,Head of Household,TO,92.85,19814.4,10270.8,2806.28,0
87434.42,Married Filing Jointly,SP,82.31,11044.92,22221.34,3096.9,0
99323.87,Single,RJ,74.06,32875.83,38838.27,6564.72,0
19610.6,Single,SE,87.78,3852.81,2252.59,12758.17,0
35996.3,Married Filing Jointly,TO,89.05,6989.43,16416.65,12950.39,0
50861.97,Married Filing Separately,PB,81.46,10294.59,34879.7,2871.19,0
117107.43,Married Filing Jointly,SE,77.86,54039.2,5679.058596616848,11088.47,0
61455.1,Married Filing Jointly,ES,69.28,32565.76,19472.08,8.22,0
28753.71,Married Filing Separately,AP,74.12,18157.55,8706.13,4027.24,0
48053.41,Head of Household,MS,85.47,44734.79800489016,8106.84,9743.75,0
202591.63,Married Filing Jointly,AL,89.4,78418.07,55846.44,27602.55,0
60479.23,Married Filing Separately,RS,98.51,13415.3,21682.71,502.41,0
56361.83,Single,MA,68.46,4664.85,1638.87,1722.2,0
96042.15,Married Filing Jointly,RR,62.55,24101.7,70986.78,1165.77,0
37569.38,Single,AP,85.0,14375.85,2564.56,5144.47,0
96139.8,Head of Household,PE,90.74,19608.14,23750.25,3266.36,0
98999.64,Married Filing Separately,PA,76.35,55261.98,33119.86,11865.93,0
50796.65,Married Filing Separately,TO,76.57,23948.53,27808.51,2384.79,0
94455.7,Married Filing Separately,RN,63.45,27487.68,58103.0,20631.94,0
36752.452849643196,Married Filing Jointly,GO,34.991842727233674,27937.95961761281,12723.62,9079.71,1
261393.31,Married Filing Jointly,PB,82.3,39245.43,138085.44,4605.22,0
54676.89,Married Filing Separately,SE,79.74,17538.3,5101.44,7543.37,0
64421.94,Married Filing Separately,SP,60.24,7498.64,17118.03,4749.62,0
93291.39364327546,Married Filing Jointly,AM,27.63049609986251,74541.18960259107,34682.51,266.17,1
58055.73,Married Filing Separately,AP,69.86,15677.77,26983.47,3096.35,0
110937.41,Married Filing Jointly,GO,80.98,35150.61,15846.49,2189.28,0
10032.87,Married Filing Jointly,MT,95.54,594.42,532.36,8275.23,0
140482.59,Married Filing Jointly,SP,88.7,54956.68,29156.91,7417.99,0
17832.34,Head of Household,GO,53.07,1728.96,1755.14,904.25,0
106939.44,Single,GO,83.14,36403.65,21813.69,5259.89,0
147874.52,Single,TO,69.67,86464.84,33171.05,883.26,0
23366.36,Married Filing Jointly,AP,87.57,21708.550853585428,646.06,3273.04,0
21805.63,Married Filing Jointly,MG,87.44,6252.96,9869.42,6567.48,0
18638.81,Single,PE,87.44,5638.27,739.06,24.57,0
39571.97,Head of Household,RR,88.08,983.45,21186.82,3491.58,0
73256.99,Single,PB,68.83,25531.13,25568.17,3090.42,0
65646.99,Head of Household,TO,85.33,1812.89,11728.07,1961.26,0
41301.04,Married Filing Separately,AM,90.81,5929.58,9044.03,836.23,0
22540.3,Head of Household,CE,67.24,6273.77,14534.41,1084.12,0
38328.72,Married Filing Separately,MS,71.21,18582.78,2116.21,4473.09,0
46995.7,Married Filing Separately,AL,80.44,5147.96,16062.82,1124.06,0
8381.438215689026,Married Filing Jointly,BA,49.8652390680799,2904.52,1127.36,99.85,1
43554.27,Married Filing Jointly,MA,88.87,6104.97,8687.95,2672.18,0
114690.97,Married Filing Separately,RR,67.25,93317.54,49052.27,16389.5,0
27057.88,Head of Household,AC,78.52,6080.9,5237.84,22596.25,0
49928.23,Head of Household,RN,91.21,13978.22,11444.79,4080.13,0
48565.53,Married Filing Jointly,RS,70.46,16262.04,9918.29,112.08,0
63904.64,Single,RO,90.14,11984.83,18714.45,3828.83,0
91998.65,Head of Household,PI,91.57,11101.98,18224.16,39.73,0
119920.81,Married Filing Separately,GO,80.6,13656.36,27563.62,7024.79,0
12150.3,Head of Household,RJ,85.0,441.74,2548.92,6198.81,0
40280.46,Married Filing Separately,ES,95.54,15214.26,14577.32,2147.99,0
22030.99,Single,PB,86.6,4420.37,679.29,1988.37,0
145570.29,Married Filing Jointly,PI,77.03,45407.71,66684.45,224.39,0
24385.05,Married Filing Jointly,SP,85.99,1070.41,4606.12,428.97,0
91187.06,Head of Household,SC,84.04,11485.14,16741.71,13.91,0
8880.91,Married Filing Jointly,RR,81.98,1229.72,694.82,132.54,0
75201.79,Married Filing Separately,TO,94.7,40850.86,12129.45,5574.16,0
20570.34,Married Filing Jointly,AC,70.92,839.04,770.94,127.59,0
104712.65,Married Filing Jointly,BA,75.49,17154.1,23774.4,5692.65,0
74139.25,Married Filing Separately,PI,79.01,13283.67,24138.81,13130.49,0
105683.86,Married Filing Jointly,SE,84.28,31447.43,20664.33,1529.74,0
65276.13,Married Filing Jointly,ES,79.99,2495.93,13199.16,1868.77,0
111359.7,Head of Household,AM,90.75,6114.37,58749.71,7525.2,0
50980.42698120213,Married Filing Jointly,AP,39.84854359117529,33038.88999223669,6091.66,544.97,1
90060.97,Married Filing Jointly,PR,81.14,4105.29,24228.26,226.74,0
61618.68,Married Filing Separately,MS,84.56,4482.39,16737.37,12218.75,0
71647.45,Married Filing Jointly,SE,93.65,21523.1,24868.45,571.24,0
36628.64,Head of Household,PI,76.53,3556.2,5358.0,17403.68,0
11958.073129540855,Single,RR,39.88039429959694,9428.90830974099,3337.63,2818.27,1
118662.89,Single,MG,91.2,23284.0,15562.71,3943.23,0
103244.56,Single,MT,73.4,27948.18,28362.72,2924.77,0
36289.9,Single,RS,55.67,3938.2,20453.61,8577.76,0
187744.03,Single,SC,73.18,150868.36983539947,58224.7,19464.49,0
35641.24,Single,ES,80.81,3818.96,15878.13,2.96,0
36985.41,Married Filing Separately,RS,54.149841703860595,30045.346020083947,22489.25,16493.63,1
97689.38,Head of Household,BA,81.5,28683.26,43278.58,2247.94,0
184202.11,Head of Household,TO,68.77,92537.78,83071.93,18399.3,0
112633.52,Married Filing Separately,RN,81.91,28694.52,29883.46,2377.42,0
98147.59,Single,TO,82.54,17569.09,22323.1,8735.45,0
26851.08,Married Filing Jointly,RJ,94.33,8427.17,8996.81,1886.9,0
42661.35,Single,RJ,98.03,10114.44,1142.39,6668.66,0
62614.38,Single,BA,85.61,13905.25,10413.92,1700.31,0
82552.8,Head of Household,TO,92.62,53429.36,25878.17,3161.68,0
32023.47,Married Filing Jointly,DF,90.41,14140.19,17773.72,10146.83,0
63092.75,Married Filing Jointly,RO,97.19,6465.96,4969.63,321.51,0
77831.0,Married Filing Jointly,SC,75.47,46280.65,3876.48,23675.89,0
57276.91,Single,AM,79.72,17813.88,22775.27,13134.97,0
20905.3,Married Filing Jointly,AP,67.58,9651.75,1635.24,6007.84,0
57436.44,Married Filing Jointly,SC,67.2,12275.62,10484.91,15862.12,0
49354.96,Married Filing Separately,SP,81.66,1773.91,32860.54,2216.74,0
126788.14,Married Filing Separately,GO,92.92,52574.25,30306.27,16730.16,0
74617.35,Married Filing Separately,RJ,90.12,15215.69,19170.42,13392.15,0
16263.19,Head of Household,PA,78.08,5328.65,4346.46,10299.25,0
75622.96,Married Filing Jointly,SP,82.63,68449.51,21431.21,10732.17,0
71439.6,Married Filing Separately,AP,64.86,19474.54,26660.17,12693.15,0
20738.52,Head of Household,RJ,90.94,2387.58,3413.81,1755.42,0
26573.62309681174,Married Filing Separately,AL,29.23034746031388,19320.226474302348,1628.71,2489.61,1
95190.5,Head of Household,RJ,84.86,37311.64,65084.56,20299.39,0
73799.45,Single,AM,88.41,27209.45,27139.12,5428.82,0
22351.05,Head of Household,ES,66.81,5248.56,1127.85,145.77,0
22615.3,Head of Household,SC,70.35,286.74,2424.28,233.5,0
38540.64,Head of Household,RN,72.17,6187.26,12947.78,12373.36,0
41690.94,Head of Household,TO,90.98,20268.91,12885.19,114.54,0
72312.04,Married Filing Separately,ES,92.63,9503.28,15153.3,2422.86,0
62532.61,Married Filing Separately,AP,79.04,22478.07,5717.91,4488.28,0
14334.49,Single,AC,81.89,356.44,1129.56,5049.51,0
133810.79,Married Filing Separately,PA,89.63,35047.56,20676.1,6268.03,0
43524.04,Head of Household,DF,67.25,4045.92,4298.07,20206.71,0
152135.82,Married Filing Separately,PI,86.84,6129.86,27029.46,552.02,0
33507.38,Married Filing Jointly,RN,89.97,2190.03,2078.6,1465.87,0
147003.35,Married Filing Jointly,DF,92.22,48954.16,30156.56,5635.51,0
50603.31,Single,RJ,82.52,15661.68,14698.41,4448.5,0
85093.23,Head of Household,GO,87.49,21945.2,19354.8,877.92,0
90703.76,Married Filing Separately,RJ,86.31,22667.55,7774.73,554.88,0
26880.233313651974,Head of Household,ES,53.83768193827823,2580.15,19313.81,99.1,1
95375.31,Married Filing Separately,MS,91.19,30161.82,16878.94,55.82,0
38306.79,Married Filing Separately,AP,81.01,2959.6,15254.33,201.87,0
25959.4,Head of Household,RJ,86.07,2136.67,3131.69,1127.82,0
94849.3,Married Filing Separately,SE,90.29,21209.69,45013.96,2154.87,0
22569.69,Head of Household,AC,66.77,2050.64,3031.66,7084.37,0
14406.18,Married Filing Separately,RS,70.43,9033.0,867.11,380.68,0
87816.6,Married Filing Jointly,SP,95.24,31359.25,33665.12,19582.22,0
85861.16313721379,Head of Household,MS,37.99639518863264,54061.26287407231,37149.18,26506.12,1
53013.09,Head of Household,CE,79.15,48218.75090572448,18457.19,3357.02,0
64557.49,Head of Household,RR,80.43,20447.62,15858.72,596.35,0
73042.58,Single,SE,39.85,23394.16,45081.61,192.83,0
79438.14,Single,DF,81.06,19359.17,38420.36,5848.65,0
222544.18,Head of Household,AM,44.48,78355.4,55287.3,25313.37,0
105943.22,Head of Household,RR,73.5,29623.47,6715.21,3729.68,0
65149.33,Married Filing Separately,MG,62.34,37643.05,19038.44,7963.98,0
24700.98,Married Filing Jointly,SE,96.19,5850.31,933.67,7918.06,0
64581.3,Married Filing Jointly,SC,57.72,19413.71,23778.17,5157.61,0
151248.3,Married Filing Separately,ES,63.49,24397.33,56517.84,22693.16,0
81619.45,Head of Household,AP,83.37,16928.01,34258.71,14792.49,0
31084.43,Single,AL,81.08,3408.27,3062.82,4683.47,0
34081.95,Married Filing Jointly,PA,90.96,4043.85,7692.39,10435.24,0
9581.87,Head of Household,ES,88.58,2814.35,449.61,1860.13,0
46709.49,Head of Household,MS,84.27,16053.66,15022.48,2610.95,0
96365.66,Married Filing Jointly,PR,94.17,8651.5,35301.6,778.16,0
42703.13,Head of Household,AL,69.24,6831.6,15090.37,3481.91,0
120942.05,Married Filing Separately,SC,83.89,41735.64,57339.54,4567.46,0
135957.37,Married Filing Separately,AP,87.76,6797.24,40562.72,7880.95,0
68341.34,Head of Household,PE,68.96,38708.98,25892.87,4087.94,0
79631.07,Head of Household,PB,66.5,25057.78,35252.41,2912.46,0
60971.5,Single,RO,70.28,9813.13,18926.41,943.95,0
28145.2,Married Filing Jointly,PI,70.24,1693.04,8665.17,1219.83,0
193033.85,Married Filing Jointly,SE,67.71,76013.95,11903.91,383.67,0
280159.8,Head of Household,PR,88.24,31566.0,178180.43,1855.21,0
75581.09,Head of Household,SP,94.55,8661.17,2445.96,3771.27,0
178695.79,Married Filing Separately,SP,75.51,73663.16,114916.5,6879.89,0
313510.58437657106,Married Filing Jointly,ES,85.8,366.48,2028.38,1863.12,0
26765.90225311829,Married Filing Separately,MS,51.92231757162995,3051.53,17643.36,805.42,1
179328.45,Married Filing Separately,MS,67.77,49478.65,66396.38,13469.48,0
23061.43,Head of Household,MA,83.81,9349.53,8510.77,2535.79,0
69425.01,Married Filing Jointly,RR,33.487300984134485,16536.32,7317.57,9875.479092490474,1
61985.49,Married Filing Jointly,MS,79.32,12877.07,17583.19,394.4,0
48201.85,Single,TO,98.94,6285.2,4037.54,8191.99,0
47375.1,Head of Household,RS,92.45,3476.69,28034.61,8552.23,0
76264.64,Single,MS,97.0,17163.62,25407.36,654.13,0
139517.44,Married Filing Separately,SE,89.06,40461.68,11441.66,41815.44,0
250188.55409001632,Single,RS,71.47,563.0,1985.02,2884.97,0
30652.67,Single,BA,58.8,5883.12,2244.69,4440.34,0
124720.0,Single,TO,94.84,53571.76,51404.43,18347.3,0
101101.2,Married Filing Separately,AP,92.02,21591.1,47319.34,5269.3,0
64265.22,Married Filing Jointly,RN,84.17,4568.98,20353.53,5685.99,0
101271.02,Married Filing Jointly,PA,75.5,40921.07,51921.87,4309.63,0
54544.64,Head of Household,MS,82.04,13785.19,10661.7,4020.42,0
187031.11,Married Filing Separately,AC,81.18,34874.58,56699.99,2045.99,0
82195.82,Married Filing Jointly,PB,84.95,17735.76,31345.34,21353.08,0
61259.16,Married Filing Separately,PA,89.72,21975.91,1602.9416709776165,14343.48,0
131359.21,Single,RR,81.35,12345.83,26308.98,4283.46,0
39756.12,Head of Household,PB,93.53,821.94,6341.61,645.56,0
127203.35,Married Filing Jointly,ES,84.7,96844.78,51750.74,5485.79,0
217551.76,Married Filing Jointly,SP,91.32,61227.78,27024.76,18124.87,0
103246.98,Married Filing Separately,AP,63.36,16319.98,35693.84,9930.19,0
141208.05,Married Filing Jointly,AP,45.12616466331807,13968.26,43553.59,69169.09172221307,1
167795.84,Married Filing Separately,PA,94.98,48927.73,50080.18,1781.16,0
37719.3,Single,SP,51.42,6164.89,10250.4,1504.22,0
27311.86,Head of Household,RJ,44.04,8806.41,4146.68,4194.12,0
110778.18,Single,RJ,88.79,16548.39,48094.21,6944.23,0
35021.0,Married Filing Jointly,RR,87.89,9517.13,20529.52,3077.32,0
99386.23,Married Filing Separately,RJ,97.09,68698.55,27152.36,214.65,0
71644.52,Head of Household,GO,84.42,12800.85,17875.22,204.76,0
85249.1,Head of Household,BA,88.9,18897.06,26387.93,754.27,0
203571.72,Married Filing Jointly,SE,80.12,49008.23,38826.94,8274.66,0
111539.17127320077,Head of Household,PE,23.266462887462072,78794.46174648215,56921.37,11231.12,1
108235.09,Single,MS,79.08,86990.7,32127.9,2399.65,0
48066.95,Married Filing Jointly,MS,89.72,8074.07,5241.06,92.06,0
157354.26,Married Filing Jointly,RJ,60.57,19444.07,45130.77,186.5,0
77795.72,Head of Household,ES,52.38,19253.6,19128.9,8294.98,0
35147.8,Head of Household,MT,81.33,13942.8,3073.56,4494.62,0
96204.71,Head of Household,DF,80.82,17547.55,11098.26,2472.56,0
47701.94,Married Filing Separately,SC,68.09,23099.6,12025.63,568.38,0
155088.19,Head of Household,PE,90.59,40035.66,55560.82,2608.74,0
39771.73,Married Filing Separately,RS,69.67,1778.9,7988.62,1236.28,0
68987.88,Married Filing Jointly,PB,85.94,3184.4,7185.03,3787.94,0
55539.63,Head of Household,SP,93.79,8272.68,10547.73,1036.23,0
87684.54,Head of Household,RO,52.75,17467.75,43106.8,7067.89,0
19258.46,Married Filing Jointly,MA,83.64,1725.13,738.7,24.15,0
66460.74,Single,SE,91.49,8057.94,37956.84,12708.28,0
33512.82,Married Filing Jointly,RJ,80.48,710.77,4654.67,7463.95,0
67918.8,Married Filing Separately,RO,73.64,25647.59,19495.35,12057.7,0
121595.63,Head of Household,AM,83.89,23820.66,28013.78,16446.85,0
54009.41,Single,TO,84.83,31066.28,11938.83,4528.93,0
192658.45,Married Filing Jointly,BA,88.99,61441.47,99400.34,28181.33,0
56568.51,Single,RJ,85.74,6720.43,11526.98,466.1,0
29330.04,Single,BA,68.5,1820.36,6209.95,119.53,0
109337.55,Single,BA,90.14,12217.69,24785.35,8958.62,0
29671.41,Head of Household,PE,66.78,7149.85,5874.13,99.54,0
92408.91,Married Filing Separately,DF,80.05,21374.51,37837.68,11760.77,0
54059.17,Single,DF,83.14,7992.66,23887.11,4240.56,0
147939.86,Head of Household,AC,81.89,47831.94,17515.39,5529.85,0
118061.12,Married Filing Jointly,PI,77.75,12457.08,52864.37,7954.64,0
72029.84,Married Filing Jointly,PB,80.55,12986.26,14516.45,7395.97,0
133670.44,Single,RJ,97.93,39647.49,64389.01,535.13,0
145857.39,Single,MT,79.31,26893.68,41535.04,332.1,0
44399.95,Married Filing Separately,RS,80.04,6899.15,14149.1,534.82,0
89211.16,Single,RN,78.68,8140.09,33262.48,2776.17,0
150515.61,Married Filing Separately,AP,89.41,15098.28,50428.16,27464.68,0
98522.8,Married Filing Jointly,DF,79.84,37779.04,22082.08,4078.21,0
76205.31,Married Filing Jointly,RO,74.96,11559.52,25803.56,3415.65,0
71148.86,Single,RO,95.26,8293.73,4795.64,6555.36,0
49996.43,Married Filing Jointly,AC,89.19,21171.53,10570.13,2209.87,0
51457.43,Married Filing Jointly,PE,81.81,44433.58,3953.51,13143.94,0
187574.86,Married Filing Jointly,RO,92.7,47831.37,76242.05,8830.12,0
66993.44,Married Filing Separately,CE,96.03,22739.94,39888.87,18127.52,0
46209.1,Head of Household,GO,92.34,16430.99,1085.7032830645642,19864.23,0
27372.33,Married Filing Separately,CE,82.53,1162.73,5236.03,3867.64,0
36907.46,Married Filing Jointly,RN,42.63635007679681,29701.899614562026,13770.36,11388.28,1
106264.96,Married Filing Jointly,GO,92.96,30034.79,8033.19,3103.1,0
95760.22,Married Filing Separately,MA,75.59,23292.57,10108.8,2939.42,0
169282.31,Married Filing Jointly,AM,65.81,59897.36,21508.89,331.15,0
59377.3,Single,CE,79.74,15612.4,18021.37,1674.2,0
41999.3,Head of Household,SC,59.04,5623.97,2241.98,115.62,0
29220.64,Single,RS,77.45,2110.75,7511.45,179.37,0
131449.24,Single,RJ,76.59,28426.9,35486.53,19966.45,0
117794.92,Married Filing Jointly,MG,77.10889934914044,101125.48681855343,15667.05,19050.59,1
14162.81,Married Filing Separately,AC,70.11,319.86,2776.64,7415.65,0
77678.12,Married Filing Separately,AL,89.73,16725.88,11109.79,8613.64,0
145852.28,Single,DF,75.69,67748.2,30163.02,6940.1,0
177879.36,Head of Household,PE,84.68,57016.48,89869.38,12872.72,0
21187.27,Single,ES,78.25,7460.9,4759.95,251.17,0
59309.72,Married Filing Jointly,AP,69.0,13603.05,25054.15,2731.01,0
87103.04,Single,MT,71.73,4994.6,10888.21,173.89,0
163528.8,Head of Household,GO,82.73,25628.38,59156.65,6233.45,0
146423.74,Single,DF,66.69,75247.48,38147.86,6896.66,0
181726.27,Head of Household,PE,87.43,22674.49,56152.45,9.33,0
45780.9,Married Filing Separately,MT,72.0,2373.97,6793.17,964.93,0
70592.37,Single,PA,59.11,22159.03,15209.64,5808.25,0
177784.57,Married Filing Jointly,RS,71.29,40340.04,97847.47,5452.01,0
251280.77,Single,MS,79.25,35605.46,44402.61,3390.82,0
25065.79,Head of Household,RJ,93.14,4263.9,2323.0,297.8,0
135600.51,Head of Household,TO,89.79,25877.34,30395.62,11663.04,0
105151.33,Married Filing Separately,MS,79.71,31657.27,24179.86,8528.45,0
75325.65,Married Filing Jointly,PI,81.54,12447.86,17012.79,3024.6,0
26934.207420016468,Head of Household,SP,45.57524548587911,16656.37518330463,3466.68,6765.96,1
71159.36,Single,SC,80.57,11680.9,27640.48,58.13,0
56737.06,Married Filing Jointly,AC,66.37,2239.91,8555.63,4945.55,0
96783.54,Single,AL,78.02,42080.02,32188.29,1279.87,0
92327.01,Married Filing Separately,MA,76.86,14643.01,24033.75,1566.33,0
101316.15,Married Filing Jointly,SP,58.09,17043.79,4707.18,144.11,0
28039.81,Single,DF,85.75,13677.09,2147.53,871.93,0
54345.1,Head of Household,MS,68.83,16825.78,8842.35,2020.56,0
53544.32,Married Filing Jointly,AP,98.29,30214.38,6589.42,3068.97,0
54055.88,Head of Household,AP,76.71,34065.64,3497.59,1379.32,0
18202.74286978522,Married Filing Jointly,RJ,48.37218990290498,12935.16,2725.46,1215.92,1
97952.82,Head of Household,PB,81.0,23304.49,33592.0,17270.09,0
13284.5,Single,CE,82.67,583.11,1192.32,51.07,0
80839.23,Head of Household,MG,90.69,19201.64,11342.96,727.08,0
70967.49,Married Filing Jointly,SE,78.41,3833.19,10221.23,7293.65,0
200358.88223615478,Married Filing Jointly,RR,27.64699471070303,125065.23296642443,56598.88,1494.39,1
69916.07,Head of Household,AC,85.03,6361.87,12765.27,5447.15,0
116078.03,Married Filing Jointly,PR,72.98,32014.97,13035.23,6856.28,0
51371.07,Married Filing Jointly,MA,97.61,7971.36,31338.12,6826.15,0
58646.85,Married Filing Separately,MA,96.11,10998.34,14758.78,866.93,0
65050.7,Married Filing Jointly,PB,89.03,35473.64,14113.42,7020.6,0
15537.09,Head of Household,AM,85.35,324.65,905.35,3943.49,0
32008.93,Head of Household,SP,60.99,11957.67,2299.06,1163.45,0
102481.35,Married Filing Separately,AC,59.19,10479.24,47451.04,2418.37,0
94360.39,Single,PA,86.62,10350.52,8437.49,93.24,0
102586.68,Married Filing Jointly,CE,63.88,28293.38,22959.54,11368.17,0
53003.83,Married Filing Separately,RS,85.77,9070.33,11701.11,1457.1,0
88514.66,Head of Household,RO,86.51,10327.43,21043.34,11015.97,0
16359.01,Head of Household,MT,81.77,3506.72,643.82,1792.76,0
135297.6,Single,AP,58.46,31748.28,27811.17,7504.65,0
64911.75,Single,AC,65.7,2860.91,12531.32,265.48,0
27598.71,Married Filing Jointly,SC,77.34,10151.29,2249.02,15029.5,0
45948.0,Married Filing Jointly,MT,92.74,7709.67,11931.58,108.51,0
84060.42,Married Filing Separately,BA,98.97,6583.72,20377.91,5149.98,0
227684.5,Head of Household,RR,85.49,107329.89,30359.68,7071.56,0
100153.56,Single,AL,61.53,30565.51,50523.12,7445.28,0
155089.19,Single,PA,75.18,47647.75,46699.53,9528.56,0
83405.24,Married Filing Jointly,RR,93.33,6206.86,34994.4,108.37,0
51285.65,Head of Household,RN,85.09,5485.01,13223.92,1323.89,0
50548.85,Head of Household,PB,88.04,21046.79,10505.52,515.3,0
34060.08,Married Filing Separately,PB,58.9,1337.21,2384.8,3260.46,0
54514.81,Head of Household,PR,78.94,7005.02,6382.59,5349.2,0
14116.17,Single,SE,97.02,11679.22,2190.26,4037.14,0
33442.18,Head of Household,MA,90.82,17476.7,4038.02,36208.76,0
21028.91,Head of Household,MG,70.92,2573.41,2684.66,13351.73,0
65327.62,Head of Household,CE,54.2,20066.98,15093.13,17962.01,0
67548.47,Married Filing Jointly,SC,84.62,12812.6,10015.21,11014.89,0
86972.54,Married Filing Jointly,RR,83.83,36781.81,30587.69,3542.11,0
56111.46,Head of Household,RN,76.89,23098.8,11440.27,3970.02,0
105457.02,Head of Household,RO,91.86,15278.76,37348.6,8861.78,0
121437.27,Married Filing Jointly,RR,87.69,32348.46,37412.02,2294.0,0
78600.94997944086,Married Filing Jointly,MA,52.87177968901654,85181.93,72136.47,514.76,1
99793.49,Married Filing Separately,MG,71.74,8179.63,30801.07,289.21,0
66611.17,Married Filing Separately,ES,71.66,11555.66,27901.09,6028.8,0
83501.94,Married Filing Jointly,AC,87.55,14503.64,25100.31,5320.82,0
10942.39,Head of Household,RS,91.91,12248.55,865.16,69.83,0
229910.7,Married Filing Separately,MS,62.48,51353.69,164720.83,4975.57,0
89149.7,Married Filing Jointly,AL,97.41,12369.49,55715.85,19676.02,0
44431.57,Married Filing Jointly,RO,87.46,5878.96,5689.83,19391.21,0
80003.47,Married Filing Separately,SE,90.42,60918.4,19706.09,3139.23,0
35481.01,Head of Household,PB,58.394172492503486,29022.05926453888,5382.51,2005.98,1
65599.51,Head of Household,PA,71.61,10045.23,25677.48,559.67,0
14553.92,Married Filing Jointly,AP,95.95,1370.06,4338.24,13463.42,0
46183.59,Head of Household,PR,72.59,382.83,13283.06,687.61,0
48766.1,Married Filing Separately,BA,91.16,7337.69,3151.46,6812.21,0
70967.73,Head of Household,TO,62.26,43092.09,6896.72,1312.64,0
57428.07,Married Filing Jointly,RO,76.44,22334.04,1308.04,1050.27,0
13788.36,Single,MT,88.75,1573.97,1884.07,2731.67,0
27039.97,Married Filing Separately,MS,82.85,292.14,11687.21,1851.84,0
95711.73,Head of Household,MT,84.03,81581.81318070099,20508.62,15918.26,0
123048.02,Married Filing Separately,PB,85.07,61756.71,40486.82,407.67,0
7961.52,Married Filing Separately,PR,93.23,1162.59,351.04,4250.29,0
94177.84,Married Filing Separately,GO,86.72,42608.26,53442.07,36653.25,0
91089.53,Married Filing Separately,RJ,74.84,26957.47,41137.65,1582.26,0
67380.65,Married Filing Jointly,PB,86.86,34555.63,14645.58,22875.19,0
26464.64,Married Filing Separately,RJ,77.77,3931.04,1746.05,28877.3,0
73579.26,Married Filing Jointly,PE,85.13,27230.8,32124.42,823.26,0
97280.04,Single,ES,96.03,31912.6,32323.04,6366.79,0
42960.98,Married Filing Jointly,PA,74.98,27848.84,10182.64,557.38,0
154258.84,Married Filing Jointly,AM,94.45,70272.22,47091.69,7021.21,0
26854.01,Head of Household,PA,82.1,364.03,2101.18,2330.33,0
122466.08,Married Filing Jointly,CE,84.49,35632.46,37148.14,6807.45,0
77267.74,Head of Household,SE,79.3,11283.32,27306.02,14559.7,0
102331.59,Head of Household,RN,83.45,23676.94,18735.24,18896.83,0
68923.25,Married Filing Jointly,AL,77.09,5911.68,25383.28,14736.19,0
37457.9,Single,TO,93.33,41842.02,3675.88,68.73,0
200716.1,Single,RN,83.04,80186.07,64631.33,13178.64,0
17043.33,Married Filing Separately,RO,85.44,1460.99,506.21,3995.69,0
46022.2,Married Filing Jointly,SC,79.94,5698.18,14689.48,1294.05,0
